age,dependents,account_age_months,num_products,avg_balance,monthly_mobile_logins,atm_txns_per_month,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,monthly_fees,gender,region,marital_status,occupation,education,account_type,sector,is_dormant,mobile_banking_active,ussd_usage,internet_banking_active,account_linkage_active,has_rel_manager,churned
35.0,3.0,103.0,3.0,12511.845115391805,3.0,5.0,,1889.6641219730582,,0.5845787528952249,0.0,138.0,4.132359517417696,2.601568495382333,Female,Central,Widowed,Business,High School,Checking,Finance,False,True,,True,False,False,0
35.0,1.0,14.0,4.0,636.2461392619432,12.0,4.0,376.01830824977037,534.9075834643211,105.737004895078,0.6185047412709614,0.0,49.0,4.338767305413192,38.91299006256069,Male,North,Married,Engineer,Bachelor,Business,Healthcare,False,True,,True,False,False,0
42.0,2.0,16.0,1.0,4365.459095166674,8.0,4.0,392.527333147253,137.7719716033781,128.7361088276458,0.9505829492500819,0.0,60.0,3.0068517317101957,27.912776370081435,Male,West,Married,Retired,Bachelor,Business,Finance,False,True,False,False,False,False,0
20.0,,3.0,4.0,953.0577274247361,13.0,2.0,1099.6737596008754,304.33307464844216,89.65751164715023,0.6283694556084863,1.0,51.0,5.0,5.4346465816874,Male,,Married,Business,High School,Checking,Healthcare,False,False,False,False,False,False,0
22.0,2.0,36.0,2.0,2228.9614098065476,14.0,1.0,915.5647781756423,578.4922604798272,34.28119779300095,0.8696099511966674,0.0,38.0,4.7102375522150135,1.8984518237221384,Male,East,Married,Engineer,Bachelor,Business,Other,False,True,False,True,False,False,0
34.0,1.0,28.0,5.0,1690.9615391015818,11.0,5.0,700.7245009916278,4414.377761015791,448.75725678568966,0.7736628498425955,0.0,79.0,2.5453112244987928,2.881944583793338,Female,West,Married,Student,Bachelor,Business,Finance,False,False,True,False,False,False,0
29.0,2.0,1.0,4.0,1397.1566223911282,11.0,7.0,126.1292232961593,3222.897701134713,64.15647003482104,0.7240234382949093,0.0,35.0,3.5477419678765822,2.547247028541727,Female,West,Married,Engineer,High School,Business,Healthcare,False,False,True,True,True,False,0
43.0,0.0,50.0,4.0,3554.8806572228737,11.0,5.0,5977.286112908149,3149.8330971348855,266.66646933138026,0.8678990605740831,0.0,194.0,2.303985097400064,19.00247840722481,Female,North,Divorced,Doctor,Master,,Education,False,True,False,True,False,False,0
30.0,0.0,63.0,4.0,1090.1582686336542,,,1158.2998794587593,1061.7650279899551,104.65934456171105,0.8115279854902951,0.0,365.0,3.3407878645156406,13.314894662292742,Female,South,Widowed,Engineer,High School,Checking,Technology,False,True,False,True,True,False,0
25.0,2.0,85.0,5.0,116.02053641668745,7.0,4.0,4335.718887663373,722.3743859883639,415.6095201411685,0.8025152645968308,0.0,161.0,4.268635622633715,3.1901669330476707,Male,North,Single,Engineer,Bachelor,Savings,Education,,False,False,True,False,False,0
54.0,0.0,,1.0,1926.070350933235,15.0,1.0,1245.8751319739856,1310.454623565693,94.3838749653089,0.594906111687306,0.0,188.0,4.241779533261926,0.9848214119587622,Male,South,Married,Engineer,Bachelor,Savings,Retail,False,True,True,True,False,,0
37.0,,21.0,3.0,1325.9432777125933,10.0,7.0,6040.53616536674,37.92490908167636,222.26669556813368,0.8165659328574181,0.0,365.0,3.5790309562994365,13.55808917981449,Male,,Divorced,Business,High School,Business,Education,True,False,True,True,True,True,0
40.0,2.0,75.0,5.0,1899.179790544671,8.0,5.0,3859.9464747650704,54.88997306125637,147.75371452800906,0.8278541198034352,1.0,126.0,3.337121491979146,11.665958304460261,Male,Central,Widowed,Teacher,Master,Savings,,False,True,True,True,False,,0
25.0,1.0,18.0,1.0,1329.8376526098386,,6.0,2973.437192141399,1485.5427945290191,441.6825694455477,0.7303621484850673,0.0,174.0,2.6702196696549354,6.515622120001384,Male,North,Single,Business,Bachelor,Checking,Education,False,True,False,False,False,False,0
34.0,5.0,38.0,2.0,4879.122455584951,11.0,4.0,1191.5693861003924,894.1613318677829,213.44351351849187,0.9693989699162462,1.0,124.0,2.530324039095622,15.023831400896617,Female,Central,Single,Teacher,High School,Business,Healthcare,False,True,False,True,True,False,0
41.0,1.0,34.0,1.0,5261.971789401491,,5.0,679.6057966460154,277.25649908368445,,0.9090794978148292,1.0,81.0,2.69088917285422,8.536150951716564,Female,Central,Divorced,Engineer,Bachelor,Checking,Finance,False,True,False,False,False,False,0
28.0,1.0,16.0,4.0,808.8610202981426,10.0,5.0,10612.643358840292,71.59955421361796,306.54058863475143,0.9226437340385152,0.0,108.0,2.0877541019852055,6.306204962667676,Female,South,Single,Student,Bachelor,Business,Finance,False,False,False,True,False,False,0
43.0,0.0,3.0,1.0,9680.22680326328,11.0,3.0,924.8489999676059,777.5932108012569,255.51780104808017,,0.0,74.0,2.260648852791846,10.242467567372955,Female,North,Single,Teacher,High School,Checking,Healthcare,False,True,False,True,False,False,0
33.0,1.0,1.0,1.0,5734.584680796006,4.0,7.0,2217.9772093572274,69.46250730731302,246.78480074462345,0.9317081059193993,1.0,272.0,3.7336930334329126,2.1658977313048604,Male,East,,Student,Bachelor,Business,Healthcare,True,True,True,True,False,False,0
37.0,1.0,20.0,2.0,1859.566622366179,9.0,6.0,1504.199988561677,177.45466970193576,68.9147586863467,0.7053676741280794,1.0,23.0,1.678678327197543,9.594857328101991,Female,North,Married,Business,Bachelor,Business,Healthcare,,False,True,True,True,False,1
33.0,4.0,23.0,2.0,2590.839452891958,9.0,3.0,1473.9648997906218,275.5547717304991,110.37852646315653,0.5689446777447185,1.0,148.0,2.1923722571851165,14.695594649515058,Female,Central,Single,Business,High School,Checking,Technology,False,True,False,True,,False,0
58.0,0.0,62.0,1.0,7611.93539412465,5.0,3.0,2811.4941432608734,179.58768999608566,206.69991750690033,0.9227995998254875,0.0,46.0,5.0,,Male,North,Single,Student,Bachelor,Checking,Finance,False,True,False,True,False,False,0
39.0,1.0,19.0,5.0,1879.5141678734165,16.0,5.0,1574.1506108686153,270.211067269243,226.87137650640466,0.8793858999640709,0.0,107.0,4.4689961731488275,5.5044269217779025,Male,South,Single,Teacher,Master,Business,Education,False,True,False,True,True,False,0
29.0,0.0,11.0,2.0,6200.053036836936,11.0,9.0,435.5148425462076,1982.1065126904994,181.34113814227857,0.7066046132630258,1.0,20.0,3.752562970436908,0.9128871361752178,Female,West,Widowed,Student,Bachelor,Savings,Healthcare,True,True,False,False,False,False,0
48.0,1.0,22.0,4.0,3976.01890530922,10.0,9.0,167.7344435952104,,447.1711042922367,0.698703527296857,0.0,207.0,2.9038932799538504,6.15271631537553,Male,West,Married,Student,Bachelor,Business,Finance,False,True,True,False,True,False,0
27.0,1.0,9.0,5.0,6809.015834074837,13.0,2.0,2017.5000633600396,269.2117003880088,134.40729595128946,0.8594993234891043,0.0,297.0,2.7331646035544126,1.8650819001188033,Male,South,Divorced,Business,Bachelor,Business,Other,False,True,True,True,False,False,0
42.0,0.0,3.0,1.0,5299.050888498429,14.0,8.0,1120.9540112951818,609.7492324064434,,0.7322882020568696,1.0,36.0,3.0442369384449046,0.8910722194914792,Female,North,Married,,Bachelor,Savings,Technology,False,False,,True,False,True,0
20.0,0.0,4.0,4.0,1613.9014336439946,4.0,5.0,713.6341040198957,119.91116668918404,,0.8127283361278762,1.0,331.0,2.578202392556987,5.976945653640183,Female,Central,Single,Teacher,High School,Checking,Finance,False,True,True,False,True,False,0
26.0,0.0,13.0,4.0,3430.626946958307,14.0,9.0,861.3604370343953,422.64471449699187,56.542669585256554,0.6544268910608448,1.0,184.0,3.958387307201682,4.969055045827755,Male,Central,Single,Student,Bachelor,Business,,False,True,True,True,,False,0
41.0,2.0,1.0,5.0,6803.978796797435,8.0,4.0,1061.8170107210324,263.298809979004,352.6571162544385,0.8459648752502454,0.0,222.0,3.967108867248159,12.749729262393013,Female,East,Divorced,Other,,Business,Retail,False,True,False,True,False,False,0
47.0,1.0,8.0,1.0,6212.702162375861,14.0,2.0,,417.777347407822,41.64605043944147,0.6852191982467611,0.0,159.0,4.178577673369207,6.909241403221178,Male,East,Married,Engineer,Bachelor,Business,Education,False,True,True,True,True,False,0
41.0,1.0,55.0,4.0,5702.150292198916,13.0,5.0,1137.5952663262437,251.77920465445277,520.5759528879865,0.5821650938701394,1.0,116.0,2.913027931706875,11.766662379308338,Female,West,Married,,Master,Investment,Education,True,True,True,False,False,False,0
38.0,2.0,9.0,,2367.3485874798976,9.0,4.0,455.24935646227607,292.2940621867359,47.59140312067892,0.755870469303578,,,3.035456126837821,14.503229311128841,Male,Central,Married,Retired,Bachelor,Savings,Education,False,True,True,False,False,True,0
36.0,4.0,4.0,2.0,12750.148384717284,11.0,1.0,821.7232577490643,853.4386678249936,955.8402853896362,0.7216619513073961,1.0,137.0,2.9234410632686454,13.033711210855113,Male,East,Married,Student,High School,Business,Education,False,True,True,True,False,False,0
,2.0,107.0,,4167.474115876731,13.0,6.0,1903.9007459598713,2387.80786981832,123.29891603509151,0.7222144409247253,0.0,69.0,3.5558075697220466,10.101730651581109,Female,East,Married,Engineer,High School,Savings,Technology,False,True,True,True,True,False,0
32.0,0.0,,2.0,15624.819408270218,11.0,5.0,1990.6248068021548,451.79871864957255,129.933228084011,0.9467158910054276,1.0,35.0,3.995740581291927,20.3436446775111,Female,East,Single,Teacher,High School,Checking,Technology,False,False,False,True,False,False,0
35.0,1.0,2.0,3.0,915.2292655905926,13.0,3.0,156.70517660272984,314.9198034866139,97.30079906726483,0.8373332243425154,0.0,21.0,2.831870721027693,52.08214437550607,Female,South,Single,Other,Master,Investment,Education,False,True,False,False,False,False,0
50.0,1.0,2.0,1.0,2204.9421806178584,11.0,4.0,1416.371028330715,1666.9799493177711,23.2631999226145,0.8288562922939005,1.0,365.0,2.810998442850851,3.6113985354387204,Male,,Single,Other,High School,Checking,Healthcare,False,True,True,True,False,False,0
43.0,4.0,34.0,4.0,2508.3258639415217,9.0,,738.4327302733399,1173.157485535815,22.44984704561571,0.810566593815506,1.0,8.0,4.449652569187976,23.513986055039037,Male,East,Married,Engineer,Bachelor,Checking,Technology,True,True,True,True,False,False,0
22.0,0.0,27.0,4.0,6835.349463166222,8.0,3.0,883.8906405094838,63.11728115973845,343.59774981610406,0.9117967052617123,0.0,184.0,4.114485514013182,1.9764033473306741,Female,Central,Widowed,Engineer,Bachelor,Savings,Retail,False,True,False,False,False,False,0
43.0,1.0,2.0,5.0,,14.0,2.0,1958.2034329662945,946.1353250189775,376.5589618730404,0.7743475122779907,0.0,4.0,2.662874722296724,1.7579583710143154,Female,North,Single,Student,Bachelor,Savings,Other,False,False,True,False,False,True,0
36.0,1.0,9.0,5.0,1349.2192470682733,12.0,6.0,889.7342252152839,,184.42078280863927,0.7983614162841655,0.0,365.0,2.9930705598874363,2.750592823128916,Male,West,Married,Business,Bachelor,Checking,Education,False,True,False,True,True,False,0
33.0,2.0,95.0,4.0,7756.699458904137,6.0,8.0,846.7305313573672,922.5461105474333,119.95238790386671,0.5881576790147288,0.0,191.0,3.3170708976922967,4.4745258010264966,Male,Central,Single,,High School,Checking,Finance,False,True,False,True,False,True,0
46.0,1.0,30.0,2.0,2562.5928858761617,9.0,3.0,297.18694903684764,560.7580655066771,91.05704330222984,0.6245051652753635,0.0,353.0,4.766906085386184,1.7596860661415115,Male,North,Single,Engineer,Bachelor,Savings,Finance,False,False,False,True,False,False,0
50.0,5.0,20.0,5.0,5251.897463616592,5.0,6.0,1105.01366192136,119.14377810169351,,,,41.0,3.3620135544925946,22.124447418039402,Female,North,,Retired,High School,Checking,Technology,False,False,False,True,True,True,0
49.0,,10.0,3.0,1299.4806574361212,10.0,5.0,4291.845165019211,594.7412643745664,329.70774314212923,0.8821433997835431,0.0,365.0,2.2970995022998286,10.69965667180709,,East,Single,Engineer,High School,Checking,Other,True,False,False,True,True,False,0
31.0,0.0,,5.0,5995.666538136712,,4.0,1116.1987810695953,190.15441185712987,100.6852948841217,0.9301889691865824,1.0,,3.0354346161697876,17.7025690697933,Male,East,Married,,,Investment,Healthcare,True,True,False,False,False,False,0
36.0,1.0,18.0,2.0,6960.6711037293,14.0,6.0,642.2192260810374,201.3954471708732,88.60554200386017,0.9797899825228837,0.0,180.0,3.2862201765014767,6.344470344788574,Male,North,Single,Engineer,Bachelor,Savings,Healthcare,False,False,False,True,False,False,0
43.0,2.0,92.0,1.0,10625.942998806855,11.0,7.0,3501.85436533255,982.8590199036511,1136.6358972661392,0.6851082087414375,1.0,15.0,5.0,4.844546772101746,Female,North,Divorced,Student,High School,Savings,Finance,False,True,True,False,True,False,0
49.0,1.0,1.0,3.0,1093.3873813224634,11.0,4.0,,176.78524950357868,147.58955715091946,0.9857041082683315,1.0,365.0,2.960282506977018,11.11230004304283,Male,South,Single,Engineer,High School,Investment,Technology,False,False,,True,True,False,0
35.0,1.0,120.0,5.0,901.1475142640347,12.0,9.0,881.2439323366439,608.2026287172994,222.1444407743215,0.4072296081738286,0.0,365.0,3.5335021772030384,,Female,West,,Doctor,Bachelor,Savings,Retail,False,,False,,False,False,0
38.0,1.0,8.0,1.0,2716.337995641037,12.0,4.0,2764.5831344525295,,1736.583012442055,0.8571845210696144,1.0,88.0,3.984820572315825,3.1030045885954585,Female,South,Divorced,Business,Master,Checking,Education,False,True,True,False,False,False,0
28.0,0.0,18.0,1.0,10034.56615145917,,7.0,1107.188800147977,443.4660700475328,51.570629801578015,0.737471834895641,1.0,1.0,,11.110572285935186,Male,East,Single,Retired,High School,Checking,,False,True,False,False,False,,0
28.0,0.0,,4.0,1218.5643668923203,11.0,4.0,403.5231022270722,130.2831710182062,984.0100568550248,0.6883325553620027,0.0,160.0,4.66584505665659,9.244195394968296,Male,South,Married,Other,High School,Savings,Education,False,True,False,,False,False,0
48.0,0.0,31.0,,1010.3392271058276,13.0,3.0,757.043222896652,1077.7164029934045,380.21062631092724,0.5523142588220975,1.0,1.0,4.132429592053421,6.293733834991414,Male,South,Single,Doctor,High School,Business,Finance,False,True,False,False,False,False,0
53.0,3.0,23.0,4.0,1810.9212056383076,11.0,1.0,8199.904083206718,445.6165896008627,304.8077006942807,0.8363069284138953,0.0,365.0,3.730755974673714,11.83757619505063,Male,East,Divorced,Student,High School,Investment,Finance,False,True,False,False,False,False,0
39.0,0.0,39.0,2.0,3588.1785064660544,,5.0,325.61382704536743,1276.6566816180464,774.5935839247036,0.8275068991327699,0.0,88.0,4.090649639533538,6.2955494299141685,Female,West,Married,Other,Bachelor,Business,Healthcare,,,,True,False,,0
50.0,,28.0,1.0,3345.184973769614,7.0,2.0,929.8839277223609,743.1008874619966,74.82817715150797,0.6224292148711088,0.0,365.0,2.6245844952001254,2.2136023779192713,Male,North,,Business,High School,Business,Technology,True,False,False,True,False,False,0
43.0,2.0,18.0,5.0,1226.888061985027,10.0,0.0,1878.090898488787,62.88015516126478,356.6624860951653,0.9232415560070667,1.0,157.0,1.6575881948875288,15.599407872375492,Male,Central,Single,Teacher,High School,Investment,Other,False,True,False,True,False,True,0
33.0,1.0,48.0,2.0,1432.9414482970635,10.0,6.0,1141.8356963690765,1073.8662673090246,368.0044055222963,0.753317804320462,0.0,205.0,3.6088654883255984,12.692925265519415,,Central,Married,Teacher,Master,Business,Retail,,True,False,True,False,,0
43.0,1.0,1.0,2.0,2716.7146135996427,6.0,5.0,250.81253211297516,656.4977616648658,251.23885487817267,0.8488559986890132,1.0,65.0,3.7307134018540786,10.112192834615332,Female,Central,Single,Engineer,Bachelor,Savings,Technology,False,True,True,True,False,True,0
55.0,1.0,28.0,1.0,1413.5194869053787,8.0,5.0,3478.309126564722,347.30074351854506,256.6009071079913,0.7906449036585137,,171.0,1.6646415161256067,21.430504470512055,Male,Central,Divorced,Teacher,Bachelor,Savings,Education,False,True,True,True,True,False,0
39.0,1.0,4.0,3.0,1039.5730756327891,13.0,2.0,558.6805227728648,459.5553520606542,66.92408889642458,0.9266033194630692,0.0,365.0,3.5669759787826005,18.41458610231406,Male,South,Single,Business,Bachelor,Savings,Healthcare,False,True,False,,True,False,0
55.0,1.0,20.0,1.0,5062.262999629749,8.0,7.0,339.65789472823803,541.7522202942347,434.2240113821167,0.7027481019251418,0.0,365.0,4.289187045698007,14.301760750535498,Male,South,Married,Teacher,Bachelor,Investment,Education,False,True,True,True,True,False,0
18.0,2.0,56.0,1.0,1671.8522171347036,7.0,3.0,549.9916760426343,780.2910923987481,257.41017649977226,0.9046846575339825,2.0,18.0,3.774428956948856,10.304651261718739,Male,South,Single,Engineer,Master,Savings,Healthcare,False,True,False,False,True,,0
48.0,2.0,5.0,2.0,1809.4721628056166,8.0,3.0,1374.4522697919017,880.9309560608317,202.28049141626605,0.8680186231674769,0.0,36.0,4.182378006469534,5.475264273330749,Male,West,Married,Doctor,Bachelor,Savings,Finance,False,True,False,True,False,False,0
40.0,1.0,98.0,1.0,2108.9469980233616,6.0,8.0,1012.3243334470573,826.5536776746305,,0.9559764973551486,2.0,30.0,3.043797019710157,1.3933515409587187,Female,North,Single,Other,Bachelor,Business,Finance,True,False,False,,,False,0
37.0,1.0,78.0,4.0,3993.3820803402896,10.0,1.0,326.72787988153584,1027.975952025986,1170.0713621354214,0.9475004904661551,0.0,,4.570922454556197,9.807232704493059,Female,East,Married,Engineer,Bachelor,Investment,Technology,False,True,False,True,False,False,0
40.0,2.0,19.0,1.0,3154.5890982015085,9.0,3.0,3096.3963710974986,490.3984897767627,52.62441827770497,0.6563431217403225,0.0,13.0,2.6720232226558833,4.916979086881807,Male,North,Married,Engineer,Master,Business,Healthcare,,True,False,True,True,False,0
20.0,1.0,1.0,5.0,1706.5146131779163,7.0,5.0,3320.3232021724416,209.14878572212072,47.67163421572307,0.8042479201608063,0.0,20.0,3.5111295898838666,1.0729706843058924,Male,North,Divorced,Other,High School,Checking,Other,False,,True,True,False,True,0
37.0,2.0,56.0,1.0,2578.8645829238667,11.0,3.0,17248.8486929281,66.44573310634641,,0.776046134704061,0.0,243.0,5.0,24.988693080562793,Male,North,Widowed,Business,High School,Savings,Finance,False,,True,False,False,False,0
43.0,1.0,76.0,1.0,2411.6274433684953,4.0,,689.031313149998,1242.3046498723272,91.5663707646084,0.813436504819543,1.0,42.0,2.606910069346201,5.856318022487714,Female,South,Single,Business,Bachelor,Investment,Technology,False,True,False,False,False,True,0
54.0,3.0,6.0,5.0,12759.146710855894,,6.0,1391.3074092766487,909.0241577744947,370.0788302312998,0.7814304430063584,1.0,165.0,5.0,17.407862767716097,Female,North,Single,Engineer,High School,Checking,Healthcare,True,True,False,True,True,,0
,2.0,89.0,3.0,,8.0,8.0,232.29273433685862,128.7252568869061,95.19223133695763,0.685384532904433,0.0,365.0,5.0,20.839489531485153,Male,North,Single,Student,Bachelor,Checking,Healthcare,False,True,False,True,False,False,0
31.0,1.0,88.0,3.0,1314.8349325083204,9.0,3.0,1042.1767536053774,401.9976755112296,103.24324269466541,0.8095021485381225,0.0,206.0,,15.171864490166056,Male,South,Widowed,Business,Master,Savings,Other,False,True,False,False,False,True,0
34.0,2.0,22.0,3.0,607.3435454049174,11.0,8.0,886.0490972533072,361.93791480286956,97.1049391199367,,0.0,,4.241365260053208,17.459862817598832,Male,Central,Married,,High School,Business,Education,False,True,False,False,False,False,0
49.0,4.0,57.0,4.0,7680.222908487695,5.0,,1737.2284828759862,2587.8516494359733,59.908526923080956,0.8864337046856914,0.0,88.0,3.574388130366383,4.279609267011063,Female,East,Widowed,Engineer,,Business,Retail,True,True,False,True,True,False,0
43.0,0.0,21.0,5.0,2739.86722891476,7.0,5.0,312.49555742643946,,191.57295157028472,0.9598965733484376,0.0,78.0,3.13360106574235,4.299007627287538,Male,North,Single,Other,Bachelor,Savings,Other,False,True,False,False,False,,0
34.0,3.0,29.0,4.0,4095.207479224161,15.0,3.0,601.833510700653,3078.7602805413762,31.448735054618417,0.759278335870781,1.0,53.0,2.167442970445359,51.42656745926748,Female,North,Married,Teacher,High School,Business,Healthcare,False,True,True,False,True,True,0
45.0,1.0,13.0,4.0,6501.460526130175,14.0,3.0,439.53839212558256,4919.888646506888,57.63337387309451,0.9267382235093707,0.0,200.0,3.94918631777323,,Male,,Widowed,Engineer,High School,Savings,Finance,True,True,False,False,True,True,0
,3.0,6.0,4.0,1402.4515799351757,11.0,4.0,1669.1071928323927,497.94351203189217,17.705390678732186,0.8804199742443947,2.0,248.0,2.7358363073119385,19.422738014016,Male,South,Married,Retired,High School,Checking,Education,True,False,True,False,False,False,0
49.0,0.0,49.0,5.0,1369.9416359660156,11.0,6.0,1735.8024667175382,264.99167935589793,45.450123407576655,0.7037012255449014,0.0,365.0,3.4877730387827164,3.0047110775384778,Female,,Widowed,Engineer,High School,Savings,Healthcare,False,True,False,True,False,False,0
32.0,0.0,1.0,2.0,3163.303392915772,9.0,3.0,500.17895991857887,300.8607486949356,150.77699493587141,0.7487520341640652,0.0,,4.366298210916167,2.2000157118960377,Female,North,Single,,Bachelor,Checking,Technology,False,False,False,False,False,False,0
36.0,1.0,,2.0,29992.869785436105,4.0,7.0,,108.04481000838804,448.9565381196561,0.9767705881728432,0.0,42.0,3.826014216144021,,Female,West,Married,Student,High School,Investment,Finance,False,,False,,False,False,0
36.0,,72.0,3.0,1452.608668153082,8.0,12.0,442.92097239661985,770.4447850986614,263.1586392129181,0.8214730032961406,2.0,27.0,3.6057125024274574,1.17965593420865,Female,North,Single,Business,Master,Savings,Technology,False,True,False,True,False,True,0
25.0,2.0,9.0,,1766.5331950240711,7.0,4.0,889.5925317875689,3539.6677845161894,26.182322494894713,0.6004793544934723,0.0,,2.0695943876793246,20.7846167239797,Female,West,Divorced,Business,Master,Business,Healthcare,False,True,False,True,False,True,0
42.0,3.0,14.0,3.0,6879.986370781643,,8.0,907.7757872134678,1203.6681184480346,201.0004491501091,0.7661230943882626,0.0,74.0,4.100937370584287,24.16603037031946,Female,West,Married,Business,Bachelor,Checking,Other,False,False,False,True,False,False,0
42.0,2.0,31.0,4.0,5401.5473633286265,11.0,5.0,1243.1911579390485,2248.625359177527,503.407946266613,0.9250043409731477,0.0,291.0,2.4420732684468263,,Female,West,Single,Other,Bachelor,Checking,Education,False,False,True,True,,True,0
40.0,,10.0,3.0,1809.3469438278298,10.0,1.0,2183.128815546218,186.54407416553028,90.96315374896213,0.6115645480349123,0.0,219.0,2.936782554957137,14.263803332760052,Male,East,Single,Other,High School,Investment,Technology,False,False,True,True,False,False,0
37.0,5.0,67.0,1.0,609.4973180122946,8.0,2.0,769.3369236430509,,496.62627990338297,0.70186984934634,0.0,365.0,4.270091810169765,32.72350685057405,Male,East,,Engineer,Bachelor,,Finance,False,False,True,True,False,False,0
25.0,2.0,16.0,5.0,2294.6489703489324,14.0,7.0,620.3542310021095,389.001013982579,356.96945200518553,0.914251176185769,1.0,1.0,3.419648754780363,4.494209326958036,Male,South,Single,Business,High School,Savings,Education,False,True,True,True,,False,0
35.0,1.0,31.0,4.0,18307.097131404862,4.0,2.0,323.3222370484066,820.6095689043797,158.16690878843315,0.6862257459585442,0.0,17.0,5.0,100.0,Female,East,Single,Business,Master,Savings,Education,False,False,True,True,False,False,0
,2.0,9.0,4.0,1913.1681159311647,10.0,1.0,,258.1942558043815,125.60279250527508,0.7725904543308457,1.0,64.0,3.1223674278126308,2.561547131004664,Female,West,Single,Business,Master,Business,Healthcare,False,True,False,True,False,True,0
31.0,2.0,,4.0,6703.237526895752,5.0,4.0,1485.1973996715321,1831.3941958385192,134.27433830672373,0.9110770573313185,0.0,137.0,4.005534962901175,4.403771038873611,Female,West,Married,Business,PhD,Savings,,False,True,True,False,True,False,0
38.0,1.0,6.0,5.0,988.3817972485037,10.0,4.0,1852.8279531282353,305.0213036014096,76.94583000214955,0.4122307780936182,1.0,61.0,4.340930415148968,6.512789520339575,Female,East,Married,Business,Master,Investment,Healthcare,False,True,True,True,,False,0
44.0,3.0,1.0,1.0,6893.527274796475,,7.0,3944.064775900123,495.69598893430486,19.83098198052845,0.8881401229035533,1.0,108.0,2.1842529636609225,6.6140787835968915,Male,East,Married,Teacher,Bachelor,Investment,Retail,False,True,False,True,False,False,1
58.0,2.0,22.0,2.0,7233.141416086866,10.0,6.0,1718.2187954811213,391.8615245219786,95.96708890665302,0.8374691556705937,0.0,155.0,4.208354941695239,3.7065124968447214,Male,West,Widowed,Engineer,High School,Investment,Education,False,True,False,False,True,False,0
41.0,3.0,31.0,5.0,,7.0,8.0,1337.1155172244767,311.88511678607455,35.128754750560226,0.9017658067969685,2.0,233.0,3.042498333951808,0.594623241356178,Female,East,Divorced,Doctor,High School,Savings,Healthcare,True,True,False,False,False,True,0
42.0,0.0,1.0,1.0,10190.951426907415,8.0,4.0,1251.612946342861,97.50248615810304,104.9395901058718,0.9309502171268348,1.0,15.0,3.6299348113399232,3.8221474932282296,Female,North,Single,Engineer,Bachelor,Savings,Other,False,True,False,True,False,False,0
