customer_id,age,gender,region,marital_status,occupation,education,dependents,account_type,account_age_months,num_products,avg_balance,is_dormant,mobile_banking_active,monthly_mobile_logins,ussd_usage,internet_banking_active,atm_txns_per_month,account_linkage_active,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,has_rel_manager,sector,monthly_fees,churned
cb399e53-a1a2-4cec-91a2-d1645a9a0376,19,Male,South,Divorced,Employed,High School,0,Checking,54,3,5751.51,0,1,6,1,0,3,0,2761.6,801.86,438.73,0.45504888188190795,2,730,3,0,Manufacturing,11.72,1
7e662e41-554c-446b-aaa2-f2e6d61620a6,22,Female,East,Single,Self-employed,High School,0,Savings,88,3,610.49,0,0,11,1,1,3,0,2428.83,1120.08,435.47,0.6005955730956697,1,730,5,1,Manufacturing,5.46,0
064749c6-7706-4a8e-8d2a-2dcfd25a29a0,41,Male,West,Single,Retired,Bachelor,2,Savings,85,2,6176.86,0,1,13,1,0,3,0,2271.59,2065.17,744.36,0.4132909218854628,1,730,3,1,Education,6.9,0
c4074e00-7c6a-43ed-94a8-1d4eedbec417,41,Female,North,Married,Employed,PhD,2,Savings,82,4,6511.82,0,1,6,0,0,2,0,2523.64,2032.3,268.32,0.7863246449566292,0,730,3,0,Other,7.97,0
a17e2426-cb0e-4bbb-8796-bd945a30045f,71,Male,East,Widowed,Employed,College,1,Savings,81,4,2840.83,0,1,10,1,1,6,1,799.18,1584.73,90.05,0.45170472302737397,0,730,2,0,Retail,3.58,1
c4a44053-bac8-4265-bb57-0a55035336f9,47,Female,South,Married,Employed,College,1,Checking,35,2,1905.64,1,1,7,1,1,3,0,1632.31,1126.7,1328.87,0.29617844518674274,0,86,1,0,Technology,5.42,1
1926dcc3-4122-48df-ad8d-5fcad964a937,64,Male,West,Divorced,Self-employed,College,2,Savings,17,2,369.12,0,0,6,1,1,4,0,87.7,1565.16,177.91,0.3805562731233869,0,730,1,1,Retail,11.17,0
4c7fc7a0-6fd7-4d94-bc77-5af85441b74e,56,Female,South,Widowed,Employed,Master,1,Checking,106,1,8111.95,0,1,6,1,1,4,1,315.92,1011.59,1250.96,0.3664110029472569,2,730,3,0,Manufacturing,13.44,0
e96cbdbe-c795-4619-ab84-49a315d9f3ad,74,Male,East,Married,Employed,College,1,Checking,112,4,5640.03,0,1,6,1,1,5,0,1732.69,1036.46,834.8,0.8127207601905759,2,730,4,0,Healthcare,18.73,0
0272ef1c-d8a6-4239-95cd-28d1bfa56e1c,37,Male,East,Single,Employed,College,1,Checking,92,3,5551.75,0,0,5,0,1,3,1,2464.64,543.11,819.24,0.6550153582824499,0,730,5,0,Retail,8.8,0
d3b30467-7c86-448d-8969-fa2a8da4e96e,76,Female,East,Single,Employed,College,3,Checking,39,3,8820.46,0,0,4,1,1,1,0,1768.06,724.61,674.15,0.6180566771865087,1,730,1,0,Manufacturing,12.14,1
e5c32a71-c3f1-4a52-9eac-be9ebec0ac01,44,Male,East,Divorced,Unemployed,Bachelor,2,Checking,69,4,3812.66,0,0,12,1,1,0,0,3286.61,935.6,1202.8,0.2573367513610737,0,730,4,0,Education,7.53,0
22823aa6-5383-45fd-ac13-bcdbd2280fd8,62,Male,South,Divorced,Student,Bachelor,3,Checking,38,4,4452.1,0,1,7,0,1,3,0,82.46,1492.56,760.07,0.5134748784073208,2,22,2,0,Education,18.18,0
05d1aee3-8a4b-4f81-93c9-0fe479d8a9c5,76,Male,West,Married,Self-employed,High School,2,Savings,15,1,4595.58,0,1,6,1,0,1,0,2086.56,1371.82,546.48,0.7382653154624658,0,730,3,0,Education,7.03,0
551219f8-99f8-424b-9956-9eaaa2d24374,39,Other,South,Single,Student,High School,4,Savings,84,1,4885.79,0,1,7,0,0,3,0,2041.25,921.47,658.27,0.45353941473376247,0,730,4,1,Healthcare,10.41,0
a31f9f8a-bdbc-4f9d-85fb-5222420bf75c,39,Female,North,Widowed,Employed,College,1,Savings,84,4,2921.53,0,1,10,1,1,1,0,2227.35,162.27,554.6,0.35803972996603894,0,730,3,1,Technology,12.4,0
39b9435e-165e-456e-9781-c61965cbbbf4,51,Male,South,Single,Student,Master,1,Savings,98,1,6615.38,0,1,8,0,1,2,1,1865.92,1347.53,868.36,0.8935338517714717,0,730,5,0,Healthcare,19.56,0
49b44873-fa4e-4af0-a1a7-76baad2d422b,75,Female,South,Divorced,Self-employed,College,0,Savings,31,2,4351.26,0,0,9,1,0,7,1,585.15,451.94,609.9,0.3596095870671133,0,730,3,0,Other,14.93,0
eb29badf-3f89-4f99-90f9-affa10658b83,69,Female,East,Married,Employed,High School,0,Savings,103,4,6120.28,0,1,8,1,1,2,1,2033.09,860.24,775.78,0.17946274984481192,1,56,3,0,Healthcare,1.97,0
0713575f-1180-4779-a4a7-0fe068ec3587,54,Male,North,Divorced,Employed,Bachelor,1,Checking,58,3,5335.99,0,1,8,0,1,2,1,2235.92,1191.16,1459.18,0.6890433204250718,0,730,3,0,Manufacturing,7.2,0
8570dd81-111c-4643-b16c-f0ec682e85c5,68,Male,North,Widowed,Employed,High School,0,Savings,55,3,5064.05,1,0,10,0,0,2,1,2192.04,1672.86,502.38,0.2210410197557996,0,48,2,0,Technology,17.7,1
e3db200b-d034-4c00-879a-19e4199b1d84,48,Female,North,Single,Employed,High School,4,Checking,105,4,4805.41,0,1,11,1,1,3,0,1717.28,2025.04,93.22,0.8605421701492764,0,730,1,0,Healthcare,2.95,0
38a12373-0fca-45f6-ae61-f4c4a8c270dd,69,Female,North,Divorced,Retired,Bachelor,1,Savings,79,1,3612.42,0,1,8,1,0,4,1,1623.4,672.37,497.0,0.8225868254820008,1,201,5,0,Healthcare,9.63,1
62c95263-4676-48d0-8c8c-b0e5a6e7908e,72,Female,West,Divorced,Employed,Bachelor,0,Savings,27,4,998.65,0,0,10,1,0,3,0,1821.99,2240.87,44.89,0.09277086251470701,1,730,5,1,Education,15.3,0
c8e9a149-d92f-4f61-99f0-4e354888054a,78,Male,West,Single,Retired,College,1,Savings,95,3,4986.15,0,1,3,0,0,2,0,2332.16,1195.16,1011.37,0.23657748309162807,0,147,2,0,Healthcare,10.27,0
7e781083-35ce-4d79-9de9-50c054f3e1eb,58,Male,North,Divorced,Employed,Bachelor,0,Checking,45,1,4538.81,0,1,8,0,0,2,1,2347.6,1652.47,494.02,0.20941317621056021,0,264,3,1,Other,19.02,0
bf171bac-0c19-4494-bbdd-54c53fce0e6f,30,Male,North,Married,Employed,Bachelor,1,Savings,27,2,3548.88,0,1,7,0,1,4,0,1316.21,1927.39,148.36,0.02402494798495458,0,49,1,0,Technology,3.27,1
0c6efe3f-2cb2-4661-a28c-8cfdfadd462b,55,Female,South,Married,Employed,Bachelor,0,Savings,55,3,9960.1,0,1,12,1,1,3,0,2710.66,1795.6,523.75,0.39226790870728134,0,730,4,0,Retail,4.7,0
3fc6991e-8da7-402a-b7a1-17bb8930e4ff,37,Female,North,Married,Self-employed,Bachelor,1,Savings,36,3,102.26,0,1,10,0,0,3,0,2044.96,1682.29,1314.6,0.26362570609363,0,730,1,0,Other,13.04,1
f3076d4c-f413-4170-b027-99c3536b3cd7,37,Male,South,Single,Employed,Bachelor,2,Savings,23,3,2869.88,0,1,10,1,1,1,0,1547.63,1002.94,1551.84,0.6553177122536371,1,730,4,1,Technology,5.51,0
6c1ddea5-e4d1-4689-90b2-a691ab007474,36,Female,East,Single,Retired,High School,5,Savings,76,4,8387.52,0,1,6,0,0,4,1,1450.01,1640.09,844.42,0.04905590141757832,1,730,3,0,Other,10.48,0
6c62e640-e90b-4c40-99b5-c820b214c918,45,Female,North,Married,Self-employed,College,1,Checking,104,4,4356.28,1,1,4,0,1,2,1,2635.36,1378.43,620.42,0.6052858366864565,1,316,2,0,Retail,16.75,0
6f3deba2-ef09-428b-8acb-db9f0bc62061,32,Female,North,Single,Employed,Bachelor,0,Checking,46,1,7105.63,0,1,4,1,1,4,0,1362.03,1468.24,265.97,0.7100175066646494,2,151,5,0,Technology,8.24,0
8ac9800c-038d-402a-8a5c-05e4b9c5fbfb,47,Female,South,Married,Employed,College,2,Checking,107,1,1056.39,0,0,9,1,0,5,0,1711.27,869.42,730.35,0.8036167424601671,1,730,5,1,Technology,15.49,1
52a99aec-0f6b-40ed-9717-e19ed973bd05,63,Male,West,Single,Employed,College,1,Savings,23,4,1895.48,0,1,10,1,0,3,0,1726.38,714.62,47.57,0.5605128983324085,1,264,4,0,Education,15.2,0
ad5478d1-52bd-4eb0-abc6-b2be0503eb6b,56,Female,North,Divorced,Retired,High School,2,Checking,116,1,3163.27,0,1,11,0,1,1,1,1547.43,1187.86,550.75,0.6767430616947738,0,730,3,0,Manufacturing,12.67,0
ef8ec913-91fc-4fde-8502-79481807eefe,59,Female,West,Single,Employed,Bachelor,0,Savings,39,1,5451.3,0,1,3,0,1,1,1,2319.99,1022.68,1177.44,0.04351375900221055,1,306,1,0,Retail,14.42,1
1b0894f2-acfa-46de-931d-f7c0b16fb2d3,35,Male,East,Single,Retired,College,3,Savings,83,2,6895.05,0,1,9,0,0,3,0,2197.9,1647.7,558.32,0.08715679913543195,0,730,4,1,Education,6.19,0
68be75ff-f432-422a-ad12-60d5ec3ac7b4,41,Female,South,Single,Retired,College,1,Checking,101,4,5712.29,0,1,9,1,1,5,0,1736.02,1127.97,1075.44,0.02930090059517365,0,730,3,1,Education,9.08,0
8545fd24-b6e8-46d3-978e-d0ac4a621e41,42,Female,South,Married,Employed,PhD,0,Savings,76,2,1087.33,0,1,11,0,0,1,0,1056.66,1573.78,1472.35,0.5530728298667617,0,132,5,1,Manufacturing,2.85,0
408a852d-7099-46c1-acb2-f3a654916dd2,37,Male,South,Married,Retired,High School,1,Savings,110,3,7786.54,0,0,12,1,0,2,0,608.54,373.18,946.18,0.697486966173026,0,730,5,0,Manufacturing,8.92,1
8d676082-739a-476e-9b9a-3e604a070a0a,41,Female,South,Married,Student,College,0,Savings,57,4,3877.16,0,1,7,1,1,1,0,1969.3,1886.95,537.02,0.3785068590435626,0,730,3,0,Retail,15.69,0
cb464382-99f0-4316-94d6-7752c1af832a,46,Male,South,Divorced,Retired,Bachelor,1,Savings,98,1,10632.61,0,1,8,0,1,1,0,683.11,1467.8,657.99,0.9928464890512576,0,127,3,0,Technology,4.16,0
78476226-a438-4fe9-a2c6-f0c190a1e828,53,Male,West,Single,Self-employed,High School,0,Checking,113,4,5600.0,0,1,4,0,0,1,0,1679.79,1404.12,529.89,0.5201678081428137,0,730,3,1,Other,13.67,0
012db586-9621-4997-ab48-3c86ce215f3f,59,Female,South,Married,Employed,Bachelor,2,Savings,113,3,3739.02,0,1,7,1,0,4,0,639.1,248.09,1008.76,0.9868842845912715,0,2,5,0,Retail,10.06,1
95b1f026-bde1-4a93-a87c-2e5fa13a6ef6,78,Male,East,Married,Employed,High School,1,Checking,84,1,5037.74,0,1,11,1,1,4,0,1127.51,625.42,1154.45,0.549049981173485,0,730,2,1,Manufacturing,0.35,0
84ecdccd-bf81-49ce-b671-f86e1502d3c4,28,Female,West,Widowed,Employed,Master,2,Checking,98,2,4967.33,1,1,5,0,1,5,0,2499.66,1560.35,556.79,0.7501559405000633,2,210,1,0,Retail,20.17,0
375046ae-b82c-4e38-90d9-f57949042ceb,21,Other,North,Married,Employed,Bachelor,0,Savings,32,4,12505.22,0,1,8,0,1,4,0,3255.27,1349.46,602.68,0.42576079284157975,0,142,1,1,Education,6.91,0
d876ebdf-fc46-4ef6-a14a-cdda6f7a1e03,30,Female,South,Divorced,Employed,High School,3,Savings,49,1,6124.41,0,1,8,1,0,1,0,1222.12,1056.69,942.06,0.9493530134172852,0,227,1,0,Education,8.65,1
d04e5b56-6f06-4725-b6e7-7fa1769f5bcd,46,Male,East,Single,Self-employed,College,5,Checking,31,2,6302.12,0,0,5,1,0,4,1,728.24,1314.31,369.61,0.8347240977172273,0,167,3,1,Manufacturing,11.68,0
a99b0691-9b62-40da-8f8f-b0347246373d,25,Male,West,Single,Employed,High School,0,Savings,39,4,5699.27,0,0,9,1,1,3,1,1314.61,2152.42,683.93,0.332173156238907,1,200,5,0,Education,16.89,1
6e8e9b5c-3719-45d5-a195-17c795210644,26,Male,North,Married,Employed,College,1,Savings,95,1,8654.49,0,0,6,1,1,1,0,2136.74,634.81,734.33,0.9268698947388768,0,730,5,0,Manufacturing,9.0,0
5b3963a5-08f5-48c7-82fe-005c04ca7838,57,Female,North,Single,Employed,Bachelor,2,Premium,59,4,9094.63,0,1,9,1,1,5,0,1357.13,700.23,1606.64,0.7768514375701107,1,730,3,1,Manufacturing,14.0,1
807b6898-c055-4ab1-b30f-72e42bd60036,39,Male,North,Single,Employed,Bachelor,5,Checking,103,1,2404.77,0,1,11,1,1,5,1,599.09,1369.77,984.1,0.76510284866375,1,730,2,0,Manufacturing,16.27,0
c4973394-f6c1-4dfd-a26c-6cec91724124,47,Female,North,Single,Employed,Bachelor,1,Savings,52,3,5459.19,0,1,5,1,0,3,0,737.62,2334.55,953.75,0.5233698035231598,0,730,3,0,Healthcare,18.09,0
bcf2c72c-ac41-4672-b128-653b7d9dc54b,71,Male,East,Married,Employed,Bachelor,0,Checking,38,4,2673.62,1,1,7,0,0,4,0,626.97,1526.86,20.01,0.9958730490483765,1,730,2,0,Retail,8.73,0
999598fd-e9b7-4f1c-8d0c-e1f18edb4f9e,64,Male,North,Divorced,Employed,Bachelor,3,Savings,59,2,10029.24,0,1,6,1,1,3,1,1474.0,1012.02,704.6,0.9764817309275778,0,730,1,1,Manufacturing,9.42,1
eeb28d63-5fcf-4b00-ba82-21501f5f376c,65,Female,North,Married,Unemployed,Master,3,Checking,20,4,7524.1,1,0,7,1,0,3,1,3040.65,1592.13,735.13,0.3132353466152,0,277,4,0,Technology,8.03,0
4d267110-448a-46c7-a321-04779c6c755f,48,Female,West,Single,Self-employed,College,2,Savings,106,2,5254.11,0,1,10,0,0,4,0,1715.03,147.66,1483.9,0.42583088301305505,0,730,5,0,Manufacturing,4.84,0
ed9ca053-e7c7-4033-98e9-df1d9327cd05,65,Female,East,Married,Student,High School,1,Savings,33,3,7422.16,0,1,8,1,1,6,1,608.41,1275.79,465.31,0.5240055829594834,1,355,3,0,Retail,0.29,1
16b273cc-5425-4358-ac0b-db229951a8aa,60,Male,South,Single,Student,College,2,Checking,97,1,5248.03,0,1,3,1,0,2,0,3185.15,1517.14,679.73,0.18706623773938713,1,730,4,0,Healthcare,17.11,0
e2c745ea-2a58-4cd6-b097-ab7c0a3d06f3,78,Male,North,Married,Employed,Bachelor,1,Savings,99,2,6647.92,0,1,9,1,0,4,0,2070.34,1057.57,827.1,0.794274110310837,0,730,1,0,Manufacturing,7.39,1
3ad4c61d-c032-41ec-8443-5248f078cd8b,61,Female,East,Single,Self-employed,High School,2,Savings,75,4,6334.84,0,1,4,1,1,3,0,1140.34,675.5,536.52,0.5976178254943448,0,730,3,1,Other,10.25,0
511d6c4c-0aef-4774-9333-38635b6756e8,47,Male,South,Married,Self-employed,College,0,Savings,32,3,998.52,0,1,6,0,1,3,0,964.33,1202.4,1537.93,0.6894097892510535,1,730,5,0,Manufacturing,12.69,0
515b39c5-b887-4661-8bf5-cb819956f81f,62,Female,East,Divorced,Retired,College,0,Savings,77,4,4938.36,0,1,7,1,0,5,0,1939.37,1384.87,335.76,0.8291885006244407,0,730,1,0,Retail,19.61,1
65cc42e0-5e4c-42c3-9ca7-690746549fee,54,Male,North,Married,Employed,College,0,Savings,90,4,4859.2,0,0,10,1,1,4,0,588.2,1039.39,566.09,0.7544270709919169,0,730,4,0,Other,17.81,0
fc479c52-d265-4ef8-961d-1f0b0fd5f543,27,Male,West,Married,Student,Bachelor,1,Savings,98,2,5272.76,0,1,11,0,0,2,0,1371.62,1220.19,1062.76,0.7367672367656589,1,730,3,0,Manufacturing,5.73,0
987044be-9fe3-4597-8dcb-de032d62addb,30,Male,West,Single,Employed,Bachelor,0,Checking,84,2,4296.54,0,1,14,1,0,3,1,92.6,238.91,408.97,0.11604349757435461,1,730,1,1,Healthcare,6.32,0
dec4cdfa-dccf-47be-ac47-95aef76b22d3,44,Female,East,Married,Employed,College,3,Checking,118,1,5003.84,0,1,9,0,1,3,0,1878.94,1495.25,699.69,0.49420860788511844,0,730,3,0,Manufacturing,3.89,0
ade339f2-f5e4-4eb5-a7f4-391497331534,62,Male,West,Married,Retired,College,1,Savings,105,2,9690.65,0,0,13,1,1,5,0,1341.42,1438.33,776.86,0.2075428009174819,1,730,2,0,Technology,6.62,0
0f52abe9-47ad-458a-aa77-a765a45317ab,51,Female,South,Divorced,Employed,Bachelor,2,Checking,112,1,2753.21,0,1,5,0,0,5,1,1906.96,908.14,1596.86,0.5391095861122072,0,730,1,0,Other,8.33,0
c2dc7890-e020-468e-9b00-b50c260abc97,23,Female,West,Divorced,Retired,High School,4,Savings,59,4,4937.77,0,1,6,0,1,2,0,1306.93,1103.72,1129.24,0.4103404885798714,1,167,1,0,Technology,12.78,1
26ae3f91-fa6f-4865-945d-c56004364f73,45,Female,West,Single,Retired,Bachelor,0,Checking,67,3,7470.47,0,1,8,0,0,4,0,807.57,424.73,1068.16,0.7151065341081696,0,41,4,0,Technology,11.42,0
2a13199f-a1f7-4c22-a2f0-e1108f9c7239,41,Female,West,Married,Employed,College,2,Premium,15,3,1639.65,0,1,7,0,1,5,1,525.55,129.3,923.45,0.5868021934476794,0,730,1,1,Retail,11.28,0
c25481eb-e3a6-4a5e-bd4a-5b6d137dbee6,42,Male,North,Married,Employed,Bachelor,1,Savings,102,2,10013.52,1,1,5,0,1,1,0,1741.72,2072.66,453.19,0.4067805753696201,0,730,5,1,Manufacturing,14.53,1
6b10447a-1388-4c47-93f0-9f4211feb6fe,22,Female,West,Single,Employed,High School,0,Savings,81,3,6707.56,0,1,5,0,0,0,1,242.06,1724.98,439.92,0.2017078805869028,1,730,2,1,Technology,4.79,0
11ac7996-eb13-41b6-a6af-0e92fb4a5e9a,53,Female,North,Married,Self-employed,College,1,Savings,25,1,4591.42,0,0,4,0,1,2,1,1996.24,1478.48,598.5,0.9923332312261892,1,730,2,0,Manufacturing,7.12,0
03c47f9e-64e5-4820-8b52-e51c01904bca,77,Female,North,Divorced,Employed,Bachelor,1,Savings,63,2,6610.56,0,0,4,0,0,1,0,1957.19,1773.87,845.2,0.35220961208720625,0,730,1,0,Healthcare,10.24,0
7c6d2212-074a-466d-b478-2765b539576a,64,Female,South,Married,Self-employed,Bachelor,2,Checking,68,3,2430.24,0,1,9,1,1,1,0,1299.65,1191.3,429.03,0.1704464357036849,0,730,3,1,Retail,14.25,0
9877d0a8-487a-49f0-9c4e-56dd6213e428,70,Female,West,Single,Student,Bachelor,2,Savings,77,2,6333.15,0,1,11,0,1,4,0,2837.22,942.89,683.62,0.6770147630260157,2,730,1,0,Other,1.21,1
34298261-f261-4caf-8b66-5537178c05a0,63,Male,North,Married,Employed,Master,2,Checking,50,1,2705.18,0,1,6,0,1,5,0,2856.71,53.76,665.93,0.3850977730577655,1,730,4,0,Technology,17.82,0
70089f4e-2858-4c44-ad76-5ba7ab5edb4c,65,Male,East,Married,Employed,PhD,3,Savings,29,2,6335.09,0,1,8,1,0,9,0,539.05,1093.8,809.71,0.06753939441263923,2,112,2,0,Manufacturing,8.37,0
9b047c97-2ece-4fba-b23b-60f7c2be1166,44,Female,East,Married,Employed,College,1,Checking,108,2,2710.63,0,0,10,1,1,7,1,1914.61,1613.95,1037.09,0.2729577565143848,2,58,2,0,Technology,10.61,0
1a4327ef-ea39-4d7e-a6cc-c3e37dd79bc5,78,Female,East,Single,Employed,Bachelor,0,Checking,102,2,4248.7,0,1,4,0,1,3,0,3011.56,1111.45,612.07,0.9717390131286051,0,82,1,1,Education,15.67,0
586f062f-e908-4254-9bd6-f1cca5588300,78,Female,West,Married,Retired,College,0,Savings,57,1,534.48,0,1,11,1,1,3,0,2185.3,1641.93,1091.6,0.9895420139816011,0,730,5,0,Healthcare,2.52,0
dba93448-aa40-42c0-82c6-b0c1e65ea6e2,23,Female,East,Single,Employed,High School,2,Savings,84,4,6046.47,0,1,11,0,0,2,0,3286.18,975.1,1347.54,0.8134114585021393,1,730,4,1,Manufacturing,2.16,1
629b917d-10d7-46b6-94a3-49e203bed4a1,51,Male,West,Married,Employed,Bachelor,0,Savings,14,4,6381.18,1,1,12,1,0,8,1,141.36,2356.8,1213.7,0.3414122902056177,0,3,2,0,Technology,7.58,1
37e7cf92-2054-4dcd-be21-f4e2d7ef418b,34,Male,North,Widowed,Unemployed,Bachelor,3,Savings,110,2,7156.1,0,0,7,0,0,3,0,1131.46,1185.74,840.03,0.779573274088652,0,7,2,1,Technology,9.65,0
924c8aa3-4b94-486e-a8c4-d1d25fff6187,45,Female,East,Single,Employed,High School,0,Checking,105,3,5162.97,1,1,8,1,1,2,1,2206.69,1111.17,1347.89,0.17833932522566354,2,175,4,1,Other,0.74,1
54816d22-4a34-428e-9f6f-fe6875629c45,23,Female,East,Married,Unemployed,College,2,Premium,15,1,3083.1,0,1,9,1,0,5,1,885.96,785.74,864.64,0.44625802809676407,0,730,2,0,Technology,5.84,0
514178de-8802-4646-91d4-bded580ec3b9,24,Female,South,Divorced,Self-employed,College,1,Savings,56,4,929.21,0,1,2,0,0,2,0,2013.28,102.77,123.08,0.1812935543264882,1,221,4,0,Healthcare,3.64,0
d0d9d385-392d-4a05-8479-ad813264c3f8,43,Female,West,Single,Employed,Bachelor,3,Checking,44,3,3071.68,1,1,14,1,1,3,0,2693.0,1760.38,1303.19,0.6333041710989942,0,730,3,0,Technology,18.53,0
59faa077-27ef-47ed-8908-774d186ddaee,59,Female,West,Divorced,Student,High School,1,Savings,73,4,2833.52,0,0,8,1,1,3,0,1168.35,897.63,1075.85,0.40045670298978653,2,730,2,0,Healthcare,8.29,1
f42a5fe4-ca07-436e-ba52-1d6b272235bc,50,Female,North,Single,Self-employed,College,0,Savings,94,1,2156.61,0,1,8,1,0,10,0,956.77,1144.32,9.04,0.32569590721453123,0,730,3,0,Education,4.92,1
2e823ee1-4205-460d-92a6-df4b26e20fb1,28,Male,North,Married,Employed,Bachelor,2,Savings,18,4,7089.72,0,1,1,1,0,2,1,349.3,1355.29,428.97,0.5498396469839799,0,730,3,1,Other,5.0,0
d6dce0f0-47c5-452a-9556-8f437bf58ad8,53,Male,North,Widowed,Self-employed,Master,0,Savings,86,4,1168.32,0,0,8,0,1,5,0,925.89,1313.6,1025.94,0.17013858469056964,2,157,4,0,Healthcare,9.9,0
6d158aae-98db-428d-ba7b-a8e0d8f6c92a,45,Male,South,Married,Employed,PhD,1,Savings,112,3,3745.08,0,0,11,0,1,2,0,1917.85,1277.03,956.08,0.90609222719238,1,730,3,0,Manufacturing,8.41,0
0e009c43-6511-42d2-a97b-be66c15aff03,21,Female,North,Married,Unemployed,Master,1,Checking,19,1,4009.87,0,1,9,1,1,1,0,1851.23,803.4,1400.88,0.07851424739817892,1,337,3,0,Education,13.14,0
21f7555e-a585-4ca8-b0bf-c33cb8da02fe,54,Female,North,Divorced,Employed,High School,1,Savings,72,1,10304.57,1,1,10,1,0,4,0,1880.7,3181.79,683.95,0.16391656488080508,1,32,3,1,Retail,13.91,0
89a355f1-1c5d-487d-bed7-879779d22347,47,Female,East,Married,Employed,Master,1,Savings,28,2,3156.12,0,1,6,1,0,2,1,686.0,1884.37,1235.47,0.7690388531106858,0,730,5,0,Education,10.65,0
b3510fc3-7ff1-4326-81a4-720c4cc89688,45,Female,North,Single,Retired,PhD,1,Savings,65,2,7077.93,0,0,6,0,0,1,0,3018.77,2113.52,345.75,0.6023978567636616,0,730,2,0,Technology,8.46,0
05a6445d-6430-4772-9356-bc1b6234d5e9,46,Female,East,Married,Employed,Master,1,Checking,96,4,4224.19,0,1,7,1,0,4,1,1680.58,454.7,940.53,0.09755980424525967,1,142,3,0,Other,7.45,1
fa831665-f8dc-4e9a-8351-9defd2bb1472,30,Male,North,Single,Employed,Bachelor,2,Savings,110,1,6386.71,0,1,8,0,1,2,1,1535.48,1693.55,1290.17,0.9309960128958992,1,730,4,0,Other,17.1,0
8ed37f24-1963-4b12-833e-e2117211ba89,39,Female,East,Single,Employed,High School,2,Premium,22,1,6200.3,1,1,5,1,1,1,1,1135.6,507.45,697.55,0.9821387729366473,0,730,2,0,Healthcare,2.94,0
399bc2a3-cabe-4992-aed3-3de06244f2db,51,Male,East,Married,Employed,College,1,Savings,86,3,670.19,0,1,8,0,1,3,1,1476.61,1315.88,1025.29,0.8156119046437995,1,730,3,0,Manufacturing,0.62,0
31e62fc7-39f1-4667-8043-d188bbd451a2,67,Male,South,Single,Self-employed,High School,2,Checking,93,1,3474.34,1,1,7,0,0,1,1,1142.46,1118.85,1252.93,0.5452486343930593,0,730,5,0,Education,11.38,1
f818e07b-b8ed-449b-b5ba-ac17a06b3945,66,Male,East,Single,Employed,High School,1,Checking,60,2,1711.75,0,1,13,1,0,2,1,2160.82,1781.65,1056.28,0.6499998118678014,0,730,1,1,Manufacturing,5.61,0
