age,gender,region,marital_status,occupation,education,dependents,account_type,account_age_months,num_products,avg_balance,is_dormant,mobile_banking_active,monthly_mobile_logins,ussd_usage,internet_banking_active,atm_txns_per_month,account_linkage_active,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,has_rel_manager,sector,monthly_fees
40,Female,West,Married,Doctor,Masters,0,Savings,77,5,23890.48273857846,False,True,35,True,True,17,True,26289.160664665353,2300.7431281241616,5216.035984967653,98.41192202381049,0,358,4.3875191385830785,True,Healthcare,30.17469562603755
31,Female,South,Married,Unemployed,None,3,Savings,7,1,746.2231901588357,True,False,2,False,True,3,False,239.38670432181385,288.890905854664,819.6813277808822,54.88678330904177,6,59,0.6323156182687999,False,Retail,460.29841538450927
51,Male,East,Single,Unemployed,High School,0,Savings,5,1,626.6885668427494,True,False,8,False,True,3,False,493.25236762510735,566.0007784087028,441.5860411634689,12.36612397860599,6,33,0.5753014458884076,False,Unknown,426.6607297407886
24,Female,East,Married,Entrepreneur,Masters,0,Savings,28,4,25203.793164129424,False,True,25,True,True,12,True,44294.13146704914,6121.339378881733,254.584758816693,87.01867494992746,0,293,4.285763659542057,True,Agriculture,12.213585479554986
63,Female,South,Single,Technician,PhD,1,Savings,48,2,6849.300827368548,False,True,39,True,True,17,True,15394.901998094774,7289.415786725641,5465.581372210295,88.25263699523379,0,56,4.727797221155229,True,Manufacturing,85.35325572603493
31,Female,West,Married,Engineer,Masters,3,Current,59,5,2750.4477132210213,False,False,33,True,True,7,False,48811.93858468961,2139.3301320422033,1625.4880060472365,91.55493420061995,1,206,4.643413327843446,True,Manufacturing,87.68468813213984
21,Male,East,Married,Entrepreneur,Masters,1,Savings,49,1,27273.38401076135,False,True,39,True,True,6,True,13049.902156949745,1178.246685978672,9723.281651935858,81.3393664279268,0,224,4.942887560162576,False,Healthcare,75.11314308905656
56,Female,South,Married,Technician,PhD,1,Current,53,5,7901.900365795594,False,True,28,False,True,8,False,9546.848661737698,1500.7737770390258,4991.582688552695,91.91284724065558,1,58,4.7640194380785355,True,Manufacturing,42.395880834972964
22,Male,North,Single,Unemployed,High School,1,Current,22,1,940.9077018460964,True,True,7,False,False,1,True,486.7304885622525,822.3894776905888,111.58068426114198,9.81919622049208,4,39,2.2338744962968344,False,Retail,348.42626904281235
31,Male,West,Married,Technician,Masters,2,Savings,90,1,23828.796331933285,False,True,25,True,True,6,False,41970.23965129047,9729.219140892554,474.1670019470717,87.38866803873444,1,134,4.626645909753831,True,Agriculture,13.967523565953481
47,Female,West,Married,Engineer,Bachelors,3,Current,109,5,47221.35227358505,False,True,40,True,True,14,False,31030.610716404208,1870.1232971792506,445.5208333378524,96.44321914406551,0,166,4.088084411605056,False,Agriculture,84.5354307362265
51,Female,East,Single,Entrepreneur,Masters,4,Current,89,2,5218.701015537914,False,True,25,False,True,8,False,2162.0801971675173,9724.51621664602,4487.238994057939,92.8125805226373,1,244,4.44553363547585,True,Agriculture,42.889044657202824
54,Female,North,Married,Unemployed,High School,3,Current,14,2,877.6373429876459,True,True,1,False,True,1,False,446.40093864707785,63.17061160124404,741.4212441430559,21.201416723115805,8,55,0.6635404834141695,False,Unemployed,495.5573908223432
53,Female,North,Married,Technician,High School,3,Savings,0,2,470.2809958174902,True,False,7,False,True,5,True,294.23852287148185,109.75783232807845,79.2575791562451,20.59653009333607,5,56,0.43838863125070904,False,Unemployed,309.60688884370256
60,Male,South,Single,Temporary Worker,None,4,Current,12,2,12.853366988286098,True,False,9,False,True,5,False,282.2942588959025,121.28601556054375,524.1355939628883,33.350257025270004,5,22,0.11830059099870927,False,Unemployed,308.4670746204109
20,Male,West,Married,Doctor,PhD,4,Savings,28,2,29326.772266298965,False,True,45,True,True,19,False,38886.483040980616,9171.305578468386,2526.8936556435447,84.65624069369134,0,201,4.3942192682067756,False,Healthcare,26.825028008651522
33,Female,East,Single,Unemployed,None,6,Savings,21,1,173.9306690945037,True,True,0,False,True,2,True,59.12012343437761,275.4326279066086,67.87205699806343,46.67039439183489,9,11,0.6297894971154399,False,Unemployed,109.81232668951893
59,Male,West,Single,Doctor,Bachelors,0,Current,28,4,20841.05707500312,False,True,44,True,True,20,True,4700.540728728983,7808.758333915023,1220.5801629046648,85.67172780261251,0,301,4.2388306576849955,False,Healthcare,69.17898099404493
45,Male,South,Single,Technician,High School,4,Current,105,2,23242.865746407842,False,True,30,True,True,10,True,35974.51048286654,6063.581823497618,7058.600871123991,97.06507970927429,1,127,4.015718864337854,True,Services,98.04513068957071
64,Male,North,Single,Engineer,PhD,1,Savings,112,5,20306.846388208687,False,True,33,False,True,11,False,39317.31953684541,858.1467117874585,5686.976043229053,81.13527985521192,1,358,4.787214961471964,True,Healthcare,87.53168798063264
38,Male,South,Single,Teacher,Masters,1,Savings,72,1,30766.276762629757,False,True,24,False,True,5,True,24446.81679327241,7602.266284376156,5885.440907769014,80.54206549876726,1,298,4.494396231958894,True,Agriculture,39.33629991744915
41,Male,North,Married,Teacher,PhD,0,Savings,73,3,22009.528095975154,False,True,44,True,True,19,True,28559.050716948317,4390.570775527435,6676.590249803893,84.47003037152459,1,212,4.8368804066444975,True,Agriculture,36.402501689211235
64,Female,West,Single,Entrepreneur,High School,2,Savings,33,2,17201.42317413127,False,False,32,True,True,18,True,29271.663340185198,8059.2534309277235,3293.6958990527673,95.62873230534713,0,81,4.380871235655652,True,Agriculture,16.143705848369958
41,Female,East,Married,Entrepreneur,Bachelors,3,Savings,99,4,5061.084248429743,False,True,23,True,True,10,False,18326.027801504017,8414.91610330034,7956.845770596976,86.44003315844054,0,114,4.129177041290365,True,Healthcare,79.63363902591884
54,Male,North,Married,Doctor,Bachelors,0,Current,60,1,22715.10931105212,False,True,48,True,True,6,True,31097.5445465526,5331.553646182561,1971.9115606902317,84.21324870701864,0,297,4.906759388043282,True,Agriculture,91.72989878173169
43,Male,West,Single,Doctor,Bachelors,2,Savings,38,5,2106.9736169055022,False,True,39,True,True,10,False,22211.729839825224,1778.8306240785241,5978.210843209924,98.94992978340149,1,332,4.263548031443672,True,Agriculture,82.84117881900029
34,Male,South,Married,Technician,PhD,3,Savings,117,2,4565.429505919075,False,True,39,True,True,19,False,19868.308162641064,5669.22536134272,9718.729123444795,92.01771455999376,1,64,4.253935637718731,False,Manufacturing,19.487817224146365
59,Male,North,Single,Entrepreneur,High School,3,Current,28,3,31298.541336749848,False,True,29,True,False,18,False,45277.7341746542,9074.25216904837,2333.9153863278552,99.93655816470756,1,352,4.58651008214415,True,Agriculture,41.08905417455513
41,Male,East,Single,Unemployed,High School,5,Current,14,2,349.56101979931407,True,False,6,False,True,1,False,212.0144202790396,629.7989305004635,906.9205372361521,36.004821269173675,9,57,0.28418500992055795,False,Unemployed,393.48121583030724
43,Female,West,Single,Unemployed,High School,1,Current,6,1,278.68010281512824,True,False,7,True,False,5,True,415.3719865476023,352.6743394254326,215.12601009691988,24.630841380566743,10,56,1.9949056896457016,True,Unemployed,387.06277118996053
18,Female,South,Married,Technician,High School,0,Savings,80,1,33691.158957626205,False,True,21,True,False,9,False,33713.845630763375,2199.5286807978196,3844.228117320049,82.61026833272342,1,44,4.277872048853746,True,Manufacturing,78.8123462648235
62,Male,South,Single,Unemployed,High School,5,Current,4,0,14.675267217705734,True,False,8,True,False,4,True,458.1708109028071,249.50869537992304,85.48951138099903,34.24033576398329,7,59,0.6934193567848915,False,Unknown,109.62839465029433
45,Female,West,Married,Technician,Bachelors,3,Current,57,2,17125.518750393356,False,True,31,True,True,11,False,46108.95662613148,4316.847820655966,2499.40198250086,93.16573624832077,1,219,4.734889617481212,False,Manufacturing,13.33840499725304
51,Male,East,Single,Doctor,Masters,3,Current,106,2,30687.11538727377,False,True,48,True,True,14,True,8279.520544534964,4394.045963668563,9225.504325433463,83.19163034280513,1,310,4.848857584646827,False,Manufacturing,89.16288239388358
40,Male,South,Married,Doctor,Masters,0,Savings,90,4,19465.22514936025,False,True,25,True,True,12,True,38774.72414083656,4545.294528476204,1476.2051493900467,83.50846865950157,0,197,4.883569092391495,False,Healthcare,67.59910235577141
32,Female,West,Single,Unemployed,None,5,Current,17,2,149.9953046408805,True,True,6,True,False,3,True,185.90026078535305,779.6659427844379,300.2510618176777,17.346640378916295,5,60,1.5370581926257527,False,Retail,131.2402234853692
49,Female,North,Single,Technician,Masters,3,Savings,41,5,12346.684930055084,False,True,37,False,True,20,False,8342.35340536342,6484.485610297624,851.9226221851636,97.86132335804169,0,128,4.163770108457365,True,Healthcare,87.78282767901081
56,Male,East,Single,Technician,None,4,Savings,2,2,442.0184948339511,True,True,8,True,False,4,False,205.8658089266073,178.69468960374724,697.2346188472387,16.38929408151299,6,55,0.1559527398924344,False,Retail,367.5284106479077
36,Female,North,Single,Engineer,PhD,1,Savings,99,1,8922.439272141019,False,True,50,True,True,15,True,3637.9627107828655,6726.1448897131295,3984.8038273792226,85.93039525874799,1,229,4.860430957130834,True,Agriculture,51.64799967016709
22,Female,South,Married,Doctor,PhD,2,Savings,25,2,27191.721005847678,False,True,41,True,True,13,True,31219.67334010613,1001.2084283598422,5798.959826328894,86.18474563288882,1,112,4.191911762123164,True,Agriculture,38.91970095736876
40,Female,East,Married,Doctor,PhD,3,Savings,52,5,9082.286817748824,False,True,49,True,True,13,True,34711.738900184086,9905.474382563503,1844.1442897036447,81.8739754728188,1,247,4.572557731961128,True,Healthcare,49.59811509382846
55,Female,North,Single,Doctor,Bachelors,4,Savings,76,5,25543.004655821984,False,False,31,True,True,18,False,36261.18484533803,294.41515224528206,2316.832171005081,84.54808424282182,1,131,4.09266436834548,True,Manufacturing,82.09158822324194
55,Female,North,Married,Technician,High School,1,Current,53,1,31834.5858508467,False,False,32,True,True,18,False,27328.36464663373,1577.5552892482815,5043.942995493416,99.03665670907179,0,274,4.687747305877168,True,Agriculture,90.18897800326636
56,Female,South,Single,Temporary Worker,High School,5,Current,11,1,707.9739356641909,True,False,6,True,False,5,False,55.16679033554095,190.86513956033335,409.47993771548505,15.641971076796803,5,18,2.4641380167422353,False,Unknown,418.2300207327787
34,Female,East,Married,Unemployed,High School,0,Current,10,1,665.1981663531051,True,False,9,True,False,4,False,486.3335300786937,476.70637452604683,834.4077298177543,30.844983943332117,4,27,1.9080243315905754,True,Unknown,329.3690714142716
65,Male,West,Married,Technician,None,3,Savings,3,1,697.0605617390797,True,False,5,True,True,3,True,35.346388159742006,885.8875610256272,129.70764569926297,38.24086821982633,6,57,2.612697294868373,True,Retail,345.2690371728528
62,Female,West,Married,Entrepreneur,PhD,3,Current,98,3,32569.430209553633,False,False,28,True,True,15,True,971.0306840895698,2470.395253895224,1284.9260053404953,91.05848709725736,0,294,4.973465686541316,False,Manufacturing,91.06543788551872
49,Female,West,Married,Doctor,Masters,2,Savings,119,1,5570.762521297059,False,False,39,True,True,11,True,47351.27409767305,1614.8923450807983,2454.7220809396954,90.99354057901517,1,340,4.175497722971748,False,Manufacturing,21.454779325241578
65,Female,West,Married,Unemployed,High School,0,Current,10,1,491.017889382208,True,False,5,True,False,5,True,154.26472746485092,921.9460662589364,534.158287312065,43.3531915375212,5,44,0.9724382199180679,False,Unemployed,196.18650206846326
25,Male,East,Single,Doctor,PhD,3,Savings,84,4,35196.204523501314,False,True,22,True,True,16,True,24074.598414443575,9313.044957668179,3239.5824841210115,86.74723979176457,1,113,4.1955523737790585,False,Agriculture,39.07820990794029
43,Female,South,Married,Engineer,Bachelors,4,Current,70,1,16637.047276439225,False,True,44,True,True,11,False,35145.38371973438,9666.162433375646,2336.554804243744,96.4901689315183,0,120,4.020051219178776,True,Manufacturing,14.898546863540854
54,Female,East,Married,Technician,None,6,Current,13,1,711.7664004854385,True,False,5,False,True,5,True,466.0537524731104,395.04473637661243,482.37637420354196,50.81460827867618,9,57,2.679050854160717,False,Unknown,249.25354321518344
50,Female,North,Married,Teacher,Bachelors,1,Current,58,2,24276.50294286262,False,False,41,True,True,12,True,37521.70576538257,8076.46138708951,7843.999885242658,82.73609800727478,1,38,4.295758849220741,True,Healthcare,73.74644756145744
52,Female,South,Married,Teacher,High School,0,Current,66,1,4972.195585231857,False,True,38,True,True,8,False,27537.46822091676,8733.605952869439,3752.8420371698694,91.86327973334943,1,128,4.199864880413019,False,Healthcare,73.48386822256221
18,Female,West,Married,Temporary Worker,High School,2,Savings,0,2,598.6709126774206,True,False,2,False,False,2,False,156.45042507743733,861.7014045044505,400.6973437625564,9.620708224190512,4,57,0.9580906154155359,False,Unknown,310.1041124008775
26,Male,North,Single,Entrepreneur,PhD,4,Current,77,3,22567.672322935145,False,True,22,True,True,18,True,6651.803030026738,1784.8334319273376,8533.804032918275,83.77915489283012,1,273,4.923873321568017,True,Manufacturing,90.8268008512695
33,Female,East,Single,Teacher,PhD,4,Current,65,2,2626.463790570454,False,True,32,True,True,18,False,47200.91424479982,1720.3167151070015,2602.0604114821704,80.80234841142986,1,135,4.17726666638848,False,Agriculture,60.30855569358144
43,Male,North,Single,Technician,High School,3,Savings,19,2,623.4765678930753,True,True,7,False,False,4,False,96.99579226338933,460.5989648757699,387.53555701228646,43.296173544279725,2,38,0.21230425140059683,False,Retail,210.7675554447029
48,Male,North,Married,Teacher,Masters,1,Current,78,3,4649.049574461579,False,True,43,True,False,5,True,38405.854531145436,2078.454282040161,6310.536102197691,80.2539578127637,1,308,4.7373231373716616,True,Services,41.35086852690668
25,Male,South,Single,Teacher,Masters,0,Savings,103,3,4855.435958105003,False,True,30,True,False,8,False,42198.27575505148,1816.879794271183,9389.039560745141,97.92311054010473,1,214,4.294824704408216,False,Services,79.61671679561448
58,Female,West,Married,Unemployed,None,4,Current,20,1,724.168752198113,True,False,2,False,False,4,True,287.3982982887067,595.3938481511257,490.12290493216415,45.194692561273015,5,45,1.3299776215013925,True,Unknown,254.4616837732411
39,Male,East,Married,Technician,Bachelors,2,Savings,86,1,22036.95064138562,False,False,47,True,True,17,False,36060.9033399372,2740.9313341618526,4143.416883607972,90.69930733124801,1,326,4.095489090884886,False,Agriculture,26.109255651764357
52,Female,North,Single,Technician,High School,3,Current,20,2,469.9978195321428,True,False,1,True,True,0,False,25.744059850558443,57.342892136741156,501.0448690502528,9.829093268234352,2,44,1.7998072551147337,True,Unknown,476.910019337507
21,Female,East,Married,Technician,Masters,0,Current,65,3,28732.54331328081,False,True,49,True,True,9,True,12450.401668724637,3116.9618090868285,5038.4248903710095,96.41229041086878,1,329,4.548785403114088,False,Manufacturing,43.08562761811121
27,Female,East,Married,Unemployed,None,0,Current,24,2,419.04231807400384,True,False,7,False,False,0,False,231.77094517148146,920.6937953360535,930.8877708097278,10.516839943664609,6,59,1.9150549103771148,True,Retail,352.2730449169976
54,Female,North,Single,Entrepreneur,Bachelors,2,Current,117,5,4947.841518246869,False,True,26,True,True,14,False,4920.061869248635,7923.0563409350825,2562.2934669091637,96.89385277755134,0,209,4.37307939620586,True,Agriculture,38.14236151634407
39,Female,North,Single,Engineer,High School,3,Current,76,1,36006.60784165042,False,False,31,False,True,17,True,37075.9444136642,462.29619850326577,1888.8040331644013,96.84654809154621,1,256,4.341901534731284,True,Agriculture,59.429030403763925
62,Male,North,Single,Teacher,Masters,2,Current,75,4,10891.808430792214,False,False,26,True,True,6,True,27793.99355591912,5012.026654782769,4245.583493364475,84.0294279190955,1,277,4.812589916386979,False,Manufacturing,77.06127163818664
58,Female,North,Single,Engineer,PhD,3,Savings,71,2,4728.431463744155,False,True,42,True,True,9,False,7393.217411891135,3918.2218593089788,2448.9027658558,88.545296894879,0,164,4.779842306074506,True,Services,27.185717895253276
60,Female,South,Single,Teacher,High School,0,Current,100,2,37405.021748762236,False,False,47,True,True,5,True,13843.20422001921,5951.218455993294,8684.248467747075,86.22494913662925,1,76,4.528620379040728,True,Agriculture,85.52267771621551
42,Male,North,Single,Technician,Masters,2,Savings,91,4,40588.83951710445,False,True,46,True,True,12,False,11356.286648594254,9867.135126340721,2922.423916098756,86.28888512283235,1,117,4.242291808652734,True,Healthcare,70.99727195026038
49,Male,South,Married,Entrepreneur,High School,0,Savings,46,2,48499.30098940077,False,False,35,True,True,20,True,24593.068903837982,949.5145702646083,6852.72072342471,89.87042603479355,0,162,4.262626334407958,True,Manufacturing,33.398270476888264
36,Male,West,Married,Engineer,Masters,1,Savings,35,2,15287.991126617377,False,True,26,True,True,15,False,12269.333334319528,6086.3103604421585,2191.92718173307,98.17373949018176,1,95,4.6312361166814995,True,Healthcare,62.366944323884674
41,Female,South,Single,Technician,High School,1,Savings,21,1,668.9680637622653,True,False,9,False,False,4,True,200.71047009694354,652.416130874015,378.6964705431023,10.407966987090965,6,44,2.819646885645482,False,Unemployed,140.9538324255577
18,Male,North,Married,Technician,None,0,Savings,10,0,431.7601663134039,True,False,1,True,False,2,False,450.01794390248335,936.8466458945942,171.21176699227092,20.255114571896932,9,40,2.4829948028478954,False,Retail,471.95409106405714
21,Male,North,Single,Technician,PhD,3,Current,93,5,5456.301720391547,False,False,41,True,False,10,True,21777.421627175045,3940.9168165824576,3126.0490278205875,88.94778351036007,1,99,4.949264569068622,True,Services,43.95301048811802
26,Female,South,Married,Engineer,Bachelors,1,Savings,34,1,6870.528154566879,False,True,46,True,True,6,True,23744.928773285483,2170.7261305375105,2097.5751130387507,82.24351729691223,1,256,4.493663641158794,True,Healthcare,99.34624711426284
37,Female,West,Single,Doctor,Bachelors,3,Current,111,3,25426.41406152457,False,True,31,True,True,10,True,17344.73176593844,3011.387703974696,2920.431466949788,83.91361386620449,1,233,4.758268263509693,False,Services,89.46939131453455
49,Female,East,Single,Technician,High School,0,Current,44,1,42625.64893914601,False,True,26,True,True,12,False,18951.112082595275,5172.22733525769,7995.855038869012,97.88348433806729,0,348,4.660088718038929,True,Healthcare,12.040972660757383
27,Male,North,Single,Temporary Worker,High School,1,Savings,2,2,158.38004881633282,True,True,7,True,False,0,True,388.75043484387373,847.8270847296081,0.7462226558837548,23.982462008893478,5,20,2.106350142690935,False,Unknown,173.73649199044155
45,Female,North,Single,Unemployed,None,2,Current,0,1,227.62823586244184,True,False,5,False,True,0,True,31.005265628056055,825.0334705609167,404.101252938603,59.38295411369006,10,0,0.12092840548807637,False,Unknown,482.58103302052643
52,Female,East,Single,Entrepreneur,High School,2,Savings,83,2,2087.831033103092,False,True,30,False,True,9,True,8858.59522982312,6702.106867907981,6488.3750043378695,82.07232822345578,0,167,4.58553675425924,True,Agriculture,44.147566686132954
65,Male,West,Married,Entrepreneur,PhD,2,Savings,106,4,26568.514886581484,False,True,31,True,True,13,True,38294.66947722049,3623.9023233176813,8763.03891542892,95.1908824351121,1,178,4.655747611788314,True,Agriculture,64.24789495002551
34,Female,South,Single,Technician,High School,0,Current,13,2,328.9558714887092,True,False,6,False,False,3,False,67.56732589815245,876.698507600209,860.86072356174,32.73017164973159,5,5,0.8784442231814786,False,Unknown,176.79956943121388
60,Male,East,Married,Unemployed,High School,0,Savings,20,1,809.9888718072259,True,True,0,True,True,2,True,17.48573393309083,471.5188576238376,403.02341786487636,58.15602285951185,7,48,1.7198336760676862,False,Unknown,132.07376798594353
21,Female,South,Married,Technician,Bachelors,0,Current,46,5,32981.27761124917,False,True,20,True,True,10,False,2930.3108485935613,4328.898105010966,2430.7902251484225,89.10274085162091,1,230,4.977107379239487,True,Healthcare,90.27601494942532
53,Male,South,Married,Technician,PhD,3,Savings,70,2,14055.98295506452,False,False,38,True,True,8,False,13642.238677946061,5120.190026109551,3694.1605877440215,99.82875286466844,1,322,4.747295301830505,True,Agriculture,31.552202800024027
61,Male,East,Single,Entrepreneur,PhD,2,Savings,51,5,42151.4424393425,False,False,26,False,True,6,False,49056.63628659828,3015.7636455648603,9094.967174387075,99.47128259507338,0,50,4.86489356039014,False,Manufacturing,22.66387689194901
36,Male,North,Single,Unemployed,High School,3,Current,22,1,911.0754842851303,True,False,5,False,False,1,True,252.1111398294687,805.8342794129626,776.064103746477,41.88520126736743,5,38,1.5405990901923743,False,Unemployed,469.7119151627083
63,Female,South,Single,Technician,High School,3,Current,7,1,547.7180566531154,True,True,1,False,False,5,True,21.80041347595202,165.792495705517,846.9878406650481,47.53550096597077,8,8,2.2576837804507486,False,Retail,470.4725646870034
56,Female,South,Married,Engineer,Masters,1,Savings,75,4,48481.45703365026,False,True,31,False,True,19,True,21190.35646154971,7334.7887002725665,1626.5953481886036,81.21471683985793,1,302,4.88917102082901,True,Healthcare,28.581233471877248
59,Female,East,Single,Unemployed,None,5,Savings,4,0,471.4379913593345,True,False,4,False,True,2,True,111.67167973408742,848.7838987018116,71.17423022604163,24.533878033118075,6,43,1.2550746901561691,True,Retail,147.26338398160811
38,Female,North,Married,Entrepreneur,High School,0,Savings,118,2,12981.449094078573,False,True,42,True,True,19,True,4198.600590660334,1027.6226873803753,2035.5748803237389,93.13857882131778,1,62,4.3837098033699275,True,Agriculture,68.94114700173284
58,Female,East,Single,Teacher,High School,3,Savings,118,1,47447.839483422154,False,True,47,True,True,16,True,17055.78442607034,6385.968348148361,4228.667517682356,97.07786977236292,1,353,4.935394398886823,True,Manufacturing,99.64857223788589
55,Female,South,Married,Entrepreneur,High School,3,Current,112,4,48014.096516413236,False,False,25,True,True,13,False,16490.240842140764,1596.3506800154344,5413.925261550273,93.53400915737333,0,86,4.792367221480374,True,Services,76.58059964838327
18,Male,North,Single,Doctor,PhD,4,Savings,90,3,22552.86440788081,False,True,41,True,True,13,True,31298.66142446666,1273.9894331657667,5620.11251685756,80.31469252857957,0,130,4.265338279759097,True,Agriculture,81.27718220643129
30,Male,South,Married,Teacher,Bachelors,2,Current,62,5,33577.87640059102,False,True,39,True,True,12,True,7784.691747278215,9432.02753407738,9697.875774109652,87.99603682154155,1,224,4.512872783090518,False,Manufacturing,31.398018669711792
40,Female,East,Married,Engineer,Masters,3,Savings,28,1,24378.568144674246,False,True,24,True,False,8,False,9742.905586307723,8671.60817570423,5143.711191535617,85.204908765301,0,292,4.507169983046392,False,Healthcare,35.287891436817056
65,Male,East,Single,Temporary Worker,None,0,Savings,13,2,185.30815373062714,True,False,1,False,True,0,True,190.95077792148763,328.1951930472241,989.6675800058841,55.72114385192736,10,59,1.750172627647615,False,Retail,284.1175743156321
39,Female,North,Married,Entrepreneur,PhD,2,Current,38,2,2631.1638490140112,False,True,47,True,True,15,True,22392.935000309346,3283.5574890514945,3649.6938783286764,82.4821356350793,1,63,4.582931898451831,True,Manufacturing,75.80676521944547
20,Female,East,Single,Doctor,Bachelors,0,Current,51,5,2020.0752816424058,False,True,20,True,True,7,True,22953.445402663383,4675.9102820199205,6026.049382488315,98.9454405093377,1,137,4.648909632638099,False,Manufacturing,78.33327623684907
20,Female,North,Single,Technician,High School,4,Current,69,1,24272.554516507545,False,True,42,True,True,11,True,44056.30820044467,9872.642043228267,6603.537570841468,91.3457201608015,0,215,4.342945485654552,False,Manufacturing,34.98393197100002
57,Female,West,Single,Doctor,Bachelors,1,Savings,53,4,11835.061822524258,False,True,46,True,True,8,True,46489.997995569334,8788.489995472986,8945.47249642217,89.2164653826938,1,181,4.064328959256295,False,Agriculture,20.61159908009899
48,Female,North,Single,Temporary Worker,None,0,Current,6,0,591.794331249188,True,True,5,False,True,2,False,428.59069553141376,328.36930772605035,396.548916633865,44.892616301807315,4,38,1.3642303711806274,False,Retail,314.4260493068423
33,Male,West,Single,Entrepreneur,PhD,2,Savings,55,4,1162.2984912176764,False,True,26,False,False,16,True,9851.353464457323,420.8623166336521,6849.455857564694,87.27345499509173,1,328,4.696708635899462,True,Services,36.60790353724958
35,Male,East,Married,Technician,High School,2,Current,24,4,46450.562647961204,False,True,26,True,False,14,False,37073.81787548804,7870.1585151631825,5582.2067947749365,97.91061896952769,1,356,4.506060345622929,True,Agriculture,21.791766095823807
28,Male,North,Married,Entrepreneur,Bachelors,1,Savings,24,5,45976.4713333728,False,True,49,True,False,10,True,5652.369961671896,9100.192907287901,3294.14555409345,97.86810999503797,0,170,4.886533959342443,False,Services,19.78210608235998
40,Male,West,Single,Teacher,Masters,0,Current,34,1,34158.993725866465,False,True,35,False,True,8,True,14210.637982593333,1887.4040193979454,2434.896535491946,91.67045530126848,1,221,4.208321578804462,True,Agriculture,96.91988076372999
46,Female,South,Single,Unemployed,None,3,Savings,19,2,821.8490528483649,True,False,10,True,False,4,True,197.85351243437344,377.8347269639467,567.7158301245265,3.679564360299421,4,36,2.0516876183116635,False,Retail,310.52776529728396
53,Female,South,Married,Technician,Masters,0,Savings,32,1,48366.71515304841,False,True,38,True,True,6,False,48833.16366471402,3526.3043493523583,5265.718319760571,94.03812523547992,1,39,4.16356168231074,True,Manufacturing,27.606163673101804
